0.803,0.093
0.3894,0.1585
0.385,0.1645
0.385,0.1685
0.38060000000000005,0.1805
0.3795,0.1835
0.38060000000000005,0.1845
0.38060000000000005,0.1885
0.38170000000000004,0.19
0.3839,0.194
0.39380000000000004,0.201
0.39930000000000004,0.203
0.4026,0.20650000000000002
0.40590000000000004,0.20800000000000002
0.4279,0.2145
0.4378,0.2175
0.4917,0.198
0.49500000000000005,0.194
0.4928,0.191
0.4873,0.181
0.48400000000000004,0.179
0.47850000000000004,0.17550000000000002
0.4686,0.1695
0.4565,0.1655
0.44660000000000005,0.164
0.43670000000000003,0.16
0.42460000000000003,0.155
0.4213,0.153
0.4158,0.1465
0.41800000000000004,0.1445
0.41690000000000005,0.1445
0.5093000000000001,0.12
0.5236000000000001,0.11900000000000001
0.6292000000000001,0.1145
0.7293000000000001,0.107
