0.8679,0.034
0.8074,0.0425
0.7865000000000001,0.045
0.7777000000000001,0.0475
0.759,0.051500000000000004
0.7502000000000001,0.0545
0.7304,0.0585
0.6996,0.0635
0.6897000000000001,0.066
0.6809000000000001,0.069
0.6721,0.07200000000000001
0.6523,0.0765
0.5544,0.1005
0.5940000000000001,0.13
0.5918,0.133
0.5830000000000001,0.137
0.5786,0.139
0.5643,0.1445
0.5698000000000001,0.152
0.5775,0.1605
0.5819000000000001,0.1635
0.5907,0.17350000000000002
0.616,0.2135
0.6193000000000001,0.2185
0.6237,0.221
0.6226,0.2235
0.638,0.2525
0.6336,0.256
0.6325000000000001,0.261
0.6292000000000001,0.2625
0.6281,0.267
0.627,0.27
0.6105,0.28200000000000003
0.5995,0.28300000000000003
0.5984,0.28200000000000003
0.5951000000000001,0.2805
0.5940000000000001,0.2785
0.5918,0.2785
0.5929,0.277
0.5885,0.276
0.5819000000000001,0.271
0.5841000000000001,0.2665
0.5852,0.265
0.5907,0.2635
0.5973,0.2605
0.6006,0.258
0.5984,0.2545
0.5995,0.254
0.6017,0.2525
0.6006,0.25
0.5984,0.2465
0.5995,0.246
0.6017,0.2445
0.6006,0.242
0.5962000000000001,0.23700000000000002
0.5951000000000001,0.23450000000000001
0.5940000000000001,0.2315
0.5918,0.229
0.5896,0.2275
0.5863,0.226
0.5885,0.225
0.5742,0.2205
0.5929,0.20450000000000002
0.6039,0.193
0.6193000000000001,0.1785
0.6292000000000001,0.1665
0.6314000000000001,0.1655
0.6325000000000001,0.1645
0.6336,0.1605
0.6314000000000001,0.1575
0.6325000000000001,0.1565
0.6336,0.1525
0.6347,0.15
0.6314000000000001,0.1495
0.6325000000000001,0.1485
0.6336,0.1445
0.6347,0.14200000000000002
0.6314000000000001,0.14150000000000001
0.6325000000000001,0.1405
0.6336,0.1365
0.6347,0.134
0.6314000000000001,0.1335
0.6325000000000001,0.1325
0.6336,0.1285
0.6347,0.126
0.6314000000000001,0.1255
0.6325000000000001,0.1245
0.6314000000000001,0.11750000000000001
0.6325000000000001,0.1165
0.6303000000000001,0.115
0.5962000000000001,0.067
0.5951000000000001,0.0665
0.5940000000000001,0.0635
0.5929,0.0605
0.5951000000000001,0.0575
0.5962000000000001,0.056
0.5940000000000001,0.0555
0.5929,0.0525
0.5951000000000001,0.0495
0.5918,0.0615
0.5940000000000001,0.063
0.5929,0.064
0.5907,0.069
0.5918,0.0695
0.5951000000000001,0.107
0.6028,0.1245
0.605,0.1245
0.6039,0.126
0.5929,0.132
0.5940000000000001,0.132
0.5885,0.135
0.5896,0.135
0.5874,0.1355
0.5764,0.14250000000000002
0.5742,0.1445
0.5720000000000001,0.1455
0.5643,0.1495
0.5621,0.15
0.5522,0.159
0.5533,0.161
0.5511,0.163
0.55,0.1655
0.5522,0.167
0.5511,0.171
0.55,0.17350000000000002
0.5522,0.17500000000000002
0.5544,0.179
0.5566,0.181
0.5599000000000001,0.1835
0.5665,0.188
0.5687,0.191
0.5709000000000001,0.1915
0.5797,0.197
0.5819000000000001,0.198
0.5841000000000001,0.199
0.5863,0.2005
0.5907,0.201
0.6017,0.20550000000000002
0.8547,0.23550000000000001
